@relation music

@attribute	A1	numeric
@attribute	A2	numeric
@attribute	A3	numeric
@attribute	A4	numeric
@attribute	A5	numeric
@attribute	A6	numeric
@attribute	A7	numeric
@attribute	A8	numeric
@attribute	A9	numeric
@attribute	A10	numeric
@attribute	A11	numeric
@attribute	A12	numeric
@attribute	A13	numeric
@attribute	A14	numeric
@attribute	A15	numeric
@attribute	A16	numeric
@attribute	A17	numeric
@attribute	A18	numeric
@attribute	A19	numeric
@attribute	A20	numeric
@attribute	A21	numeric
@attribute	A22	numeric
@attribute	A23	numeric
@attribute	A24	numeric
@attribute	A25	numeric
@attribute	A26	numeric
@attribute	A27	numeric
@attribute	A28	numeric
@attribute	A29	numeric
@attribute	A30	numeric
@attribute	A31	numeric
@attribute	A32	numeric
@attribute	A33	numeric
@attribute	A34	numeric
@attribute	A35	numeric
@attribute	A36	numeric
@attribute	A37	numeric
@attribute	A38	numeric
@attribute	A39	numeric
@attribute	A40	numeric
@attribute	A41	numeric
@attribute	A42	numeric
@attribute	A43	numeric
@attribute	A44	numeric
@attribute	A45	numeric
@attribute	A46	numeric
@attribute	A47	numeric
@attribute	A48	numeric
@attribute	A49	numeric
@attribute	L1	{blues,electronic,jazz,pop,raphiphop,rock,folkcountry,alternative,funksoulrnb}

@data
0.13707177461463774,0.1938347187754345,0.10425348979715338,92.0,0.03756361716555956,9.058127161701631E-4,236.9703440094899,106.61505048554766,11.199596774193548,14.412339763959592,2.2000624548027368,0.7138128312016908,0.04433671956520321,0.037205134755933185,0.1827160762493965,2967.83447265625,12.0,0.15005713424348316,23835.75439453125,14.0,0.14915418621336002,3994.7509765625,15.0,0.12482081585352653,2986.14501953125,11.0,0.103935664126717,6454.4677734375,15.0,-1.377696985326671E-7,0.010768984912442388,3.814877504868128E-5,0.0,47.08442929419014,2470.0,1186.575592351215,1.0,0.004658385093167702,931.0,2219.0,0.0,0.0,2219.0,2635.0,2.0,0.00390625,2635.0,3915.0,221258.0,blues
0.05519930869416803,0.07806826123455085,0.03823371865898979,150.0,0.006992750880478795,3.056211942496238E-4,532.2186666666666,684.2903400737305,35.7938070520852,34.34794551825781,2.5680596931852646,0.7083516788308041,0.005095535259393374,0.007379846687980636,0.1296216973870943,2999.8779296875,17.0,0.11167556203045653,2986.14501953125,14.0,0.09377450475280534,1489.2578125,18.0,0.09269516624374423,2664.1845703125,15.0,0.08415583239623416,1506.04248046875,6.0,-3.471324804849422E-8,0.0025130913524596355,9.765618896224505E-6,0.0,166.7255661158813,469.8181818181818,244.86278836108795,1.0,0.04040404040404041,146.0,245.0,0.0,0.0,245.0,491.0,2.0,0.014344262295081968,491.0,979.0,221258.0,blues
0.19275032388751645,0.27279473955527034,0.13408557205477128,119.0,0.07467517723060835,0.0012248141182533217,255.79769526248398,119.27039206083391,9.960404422751271,17.28910681727415,2.0293047976496066,0.7518912772324259,0.056091515761310315,0.054457684298001255,0.24094759785061204,1780.70068359375,25.0,0.19967762812211892,2227.783203125,11.0,0.16775578342166114,2218.6279296875,10.0,0.1510081522041327,1324.462890625,9.0,0.13901185776170794,7032.77587890625,20.0,-2.096259292132825E-7,0.01685243391649787,6.70964424461158E-5,0.0,37.81766619696697,1620.8181818181818,905.2713122375693,1.0,0.005418422636965683,389.0,2050.0,0.0,0.0,2050.0,3150.0,2.0,0.005571030640668524,3150.0,3509.0,221258.0,blues
0.22736140053008563,0.32186192749840276,0.17151547203133355,126.0,0.10315205393502618,0.0015653006556349263,284.07396870554766,117.72103482088133,10.641321698414387,16.194257376904027,2.197148559770629,0.7441075904332316,0.07026276171365628,0.06606909898947907,0.17751429351677975,6356.8115234375,15.0,0.16356114384210674,7110.595703125,9.0,0.16076883192603938,5334.47265625,17.0,0.1474483915773801,5999.755859375,18.0,0.14742043409287314,6343.07861328125,9.0,-2.4647932471716157E-7,0.020182769096631185,8.743133222487894E-5,0.0,22.5874155549055,1584.4545454545455,1009.2805145373577,1.0,0.009514747859181731,983.0,2034.0,0.0,0.0,2034.0,4588.0,2.0,Infinity,4588.0,4588.0,221258.0,blues
0.2342278834815335,0.33099215415747923,0.1822747419323186,118.0,0.10955814483231711,0.0019669267060442655,219.34138309549945,103.36215588298549,9.486456999193587,14.695137955299987,1.9157870442251612,0.6821432059695679,0.0950787227220235,0.07233587566621098,0.2602381088362354,2124.0234375,13.0,0.24715020800898238,1896.66748046875,11.0,0.22252070580272676,1887.51220703125,5.0,0.21685138520484049,2136.23046875,8.0,0.17848943769866374,1594.54345703125,13.0,-1.9762489730354082E-7,0.017870422437921814,7.757873021911583E-5,0.0,32.57321485386498,958.5454545454545,1096.8995448856053,1.0,0.02786377708978328,261.0,584.0,0.0,0.0,584.0,2781.0,2.0,0.002183406113537118,2781.0,3697.0,219534.0,blues
0.18779246608268305,0.26562665461399176,0.1441933865905097,115.0,0.07173685698153551,8.884922042993623E-4,223.54199328107504,73.7529673725118,7.562013158889814,11.315693266651689,2.092318453459229,0.5923014665396712,0.09278196938972767,0.06604351834395773,0.1789913903304717,12600.7080078125,38.0,0.17596341270548468,12663.26904296875,11.0,0.1708510463336097,8399.96337890625,32.0,0.16740910383015062,16798.40087890625,31.0,0.16687651277132767,14218.1396484375,15.0,-2.056351395392297E-7,0.01696605695848033,8.102465530545929E-5,0.0,26.77725263949895,3160.181818181818,1687.9847488637727,1.0,0.007744433688286544,1719.0,2752.0,0.0,0.0,2752.0,4946.0,2.0,0.0022189349112426036,4946.0,6298.0,221258.0,blues
0.182100269105635,0.2575910223538005,0.14353310901377841,120.0,0.06719944792564991,7.293306205039542E-4,247.1101485148515,103.99291434343638,8.746082465201786,9.859691559907453,2.2306154276085275,0.6211232316828647,0.08024129006811036,0.06395520912999847,0.2512870874728712,4209.89990234375,15.0,0.23191705887520328,4762.26806640625,21.0,0.22215385665211665,5570.98388671875,13.0,0.21742228090623783,5624.3896484375,13.0,0.21414036764778055,5589.29443359375,14.0,-2.0873788873095795E-7,0.01634110287920781,9.77648024221026E-5,0.0,42.5595254847099,1482.4545454545455,826.5256266869454,1.0,0.011450381679389313,521.0,1045.0,0.0,0.0,1045.0,1719.0,2.0,0.0035790980672870437,1719.0,3116.0,221258.0,blues
0.20966031389909595,0.29671787727663007,0.15899074483763104,122.0,0.0858000322435447,0.0014046305632218314,240.4993983152828,95.81785361109256,13.270289999336386,18.381874172247365,2.222907046699344,0.6626790334444373,0.05597094358744157,0.043794255296753334,0.21586732896089764,17980.95703125,21.0,0.20051829035542082,2249.1455078125,15.0,0.20047928412306074,2671.81396484375,14.0,0.16708156343122316,5989.07470703125,29.0,0.16586900295848125,8990.478515625,23.0,-1.924521682775E-7,0.014682346130765554,6.317130979724415E-5,0.0,42.66250089069698,1380.5454545454545,1027.596079439455,1.0,0.00904392764857881,329.0,1103.0,0.0,0.0,1103.0,1682.0,2.0,0.0031570639305445935,1682.0,2949.0,219534.0,blues
0.19738074091478597,0.2791821951842325,0.150017330121611,131.0,0.07764110677819615,0.0011812959041197207,268.13575268817203,133.22187859656933,12.506722531423925,15.821373735649816,2.205356481933875,0.6758493134919589,0.05847589481674569,0.05141000857102811,0.17379890827268635,1002.50244140625,15.0,0.15996486856961617,2020.263671875,12.0,0.15732001215668615,3004.45556640625,19.0,0.15300584210556298,2009.58251953125,7.0,0.15160247733548857,4846.19140625,14.0,-2.3592294667199177E-7,0.018544802369410862,7.236259300504983E-5,0.0,25.75243097233531,1019.9090909090909,441.6603908281184,1.0,0.013119533527696793,492.0,1178.0,0.0,0.0,1178.0,1849.0,2.0,0.021739130434782608,1849.0,1941.0,221258.0,blues
0.1240097781838267,0.17536909454753669,0.09310286968702801,138.0,0.030142845245492277,8.840366268517822E-4,260.99738562091505,106.18462152955186,13.148155454724797,27.04091530496036,1.734436420963369,0.7132926310023501,0.035823731321322515,0.03850681798195613,0.11961561957919345,1588.43994140625,23.0,0.10677345045542454,891.11328125,23.0,0.08927903221180833,1652.52685546875,13.0,0.08388100658604355,592.041015625,10.0,0.0799058948446994,2125.54931640625,20.0,-7.718286618586819E-8,0.007146588099568221,1.4853889796775023E-5,0.0,36.384938653530774,1349.3636363636363,2955.633489171831,1.0,0.01001001001001001,146.0,1145.0,0.0,0.0,1145.0,10639.0,2.0,Infinity,10639.0,10639.0,221258.0,blues
0.1999895725432553,0.2829056060992501,0.15968826234317784,145.0,0.07717183001258136,0.007093476451468993,374.8421052631579,146.7809012235206,28.18390642615558,34.707821770717516,2.0715086367410045,0.767931769895631,0.029528393995295877,0.030462937917157696,0.3683536609619931,999.45068359375,25.0,0.3453094857252615,2996.826171875,10.0,0.2834061736474246,2383.4228515625,19.0,0.2247081430295458,2243.0419921875,27.0,0.22233468969772363,8935.546875,22.0,-7.762869702795551E-8,0.006420803718126308,6.205323026977656E-5,0.0,145.05378672362374,720.3636363636364,496.4858823823278,1.0,0.013961605584642234,164.0,737.0,0.0,0.0,737.0,1464.0,2.0,Infinity,1464.0,1464.0,221258.0,alternative
